latest_driver_version,purpose,additional_info_1,additional_info_2,supported_adapters
23.120.0 (Latest),The 23.120.0 package installs the Windows® 10 or Windows 11* Wi-Fi drivers for the following Intel® Wireless Adapters:,Windows® 10 64-bit/ Windows 11*,Notes,"23.120.0.3for BE202, BE201, BE200, AX411, AX211, AX210, AX203, AX201, AX200, AX101, 9560, 9462, 9461, 9260<br>Drivers for certain Intel Wireless Adapters may not have been updated and are the same as the previous package. You"
