Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
FreddieMac,intel(r) wi-fi 6 ax201 160mhz,22.170.2.1,Intel(R) Wi-Fi 6 AX201 160MHz - 22.170.2.1,3,1,22,86.4
FreddieMac,intel(r) wi-fi 6 ax201 160mhz,23.90.0.2,Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.0.2,60,5,999,94.0
FreddieMac,intel(r) wireless-ac 9560 160mhz,22.250.0.4,Intel(R) Wireless-AC 9560 160MHz - 22.250.0.4,14,1,458,96.9
FreddieMac,intel(r) wi-fi 6 ax201 160mhz,23.60.1.2,Intel(R) Wi-Fi 6 AX201 160MHz - 23.60.1.2,1167,29,51892,97.8
FreddieMac,intel(r) wireless-ac 9560 160mhz,22.250.1.2,Intel(R) Wireless-AC 9560 160MHz - 22.250.1.2,106,3,5288,98.0
FreddieMac,intel(r) wi-fi 6 ax201 160mhz,23.20.1.1,Intel(R) Wi-Fi 6 AX201 160MHz - 23.20.1.1,269,20,19614,98.6
