Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
PernodRicard,intel(r) wireless-ac 9560 160mhz,22.170.0.3,Intel(R) Wireless-AC 9560 160MHz - 22.170.0.3,105,2,2183,95.2
PernodRicard,intel(r) wi-fi 6 ax201 160mhz,22.200.2.1,Intel(R) Wi-Fi 6 AX201 160MHz - 22.200.2.1,523,4,12364,95.8
