Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
HoustonMethodist,intel(r) wireless-ac 9560 160mhz,22.170.0.3,Intel(R) Wireless-AC 9560 160MHz - 22.170.0.3,1,1,3,66.7
HoustonMethodist,intel(r) wi-fi 6 ax200 160mhz,21.80.2.1,Intel(R) Wi-Fi 6 AX200 160MHz - 21.80.2.1,4,1,202,98.0
HoustonMethodist,linux,iwlwifi,iwlwifi,2517,16,167253,98.5
