Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
SparrowHealth,intel(r) wi-fi 6 ax201 160mhz,22.160.0.4,Intel(R) Wi-Fi 6 AX201 160MHz - 22.160.0.4,4335,1,14192,69.5
SparrowHealth,linux,iwlwifi,iwlwifi,6220,9,104703,94.1
