Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
IPO,intel(r) wi-fi 6e ax211 160mhz,22.230.0.8,Intel(R) Wi-Fi 6E AX211 160MHz - 22.230.0.8,225,3,5509,95.9
IPO,intel(r) wi-fi 6 ax201 160mhz,23.30.0.6,Intel(R) Wi-Fi 6 AX201 160MHz - 23.30.0.6,1985,60,120590,98.4
