Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
UmassMemorial,intel(r) wi-fi 7 be200 320mhz,23.110.0.5,Intel(R) Wi-Fi 7 BE200 320MHz - 23.110.0.5,76,1,2642,97.1
UmassMemorial,intel(r) wi-fi 6 ax201 160mhz,22.150.0.3,Intel(R) Wi-Fi 6 AX201 160MHz - 22.150.0.3,413,4,37917,98.9
UmassMemorial,intel(r) wi-fi 6e ax211 160mhz,23.80.0.7,Intel(R) Wi-Fi 6E AX211 160MHz - 23.80.0.7,32,2,3033,98.9
