Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
Sheetz,intel(r) wi-fi 6e ax211 160mhz,22.200.2.1,Intel(R) Wi-Fi 6E AX211 160MHz - 22.200.2.1,4649,13,55560,91.6
Sheetz,mediatek wi-fi 6 mt7921 wireless lan card,23.32.2.560,MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 23.32.2.560,346,1,8820,96.1
Sheetz,intel(r) wi-fi 6e ax211 160mhz,23.110.0.5,Intel(R) Wi-Fi 6E AX211 160MHz - 23.110.0.5,5137,91,200350,97.4
Sheetz,intel(r) wi-fi 6 ax201 160mhz,23.90.0.2,Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.0.2,460,6,21028,97.8
Sheetz,intel(r) wi-fi 6 ax200 160mhz,23.60.0.10,Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.0.10,10,8,732,98.6
Sheetz,intel(r) wi-fi 6 ax201 160mhz,22.200.2.1,Intel(R) Wi-Fi 6 AX201 160MHz - 22.200.2.1,50,1,4699,98.9
