Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
CVS,intel(r) wi-fi 6e ax211 160mhz,22.230.0.8,Intel(R) Wi-Fi 6E AX211 160MHz - 22.230.0.8,43,2,3053,98.6
CVS,intel(r) wi-fi 6e ax211 160mhz,22.250.10.1,Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.10.1,3,1,260,98.8
