Account Name,Adapter,Driver,Adapter-Driver,Critical Minutes,Client Count,Total Minutes,Good Roaming Calculation (%)
PAS,linux,iwlwifi,iwlwifi,2072,7,41124,95.0
PAS,intel(r) wi-fi 7 be200 320mhz,23.30.0.6,Intel(R) Wi-Fi 7 BE200 320MHz - 23.30.0.6,1,1,42,97.6
