Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Adapter,Driver,Good Roaming Calculation (%),Driver Vintage
Intel(R) Wi-Fi 6 AX200 160MHz - 22.150.1.1,415263,488,1136,485,416887,Intel(R) Wi-Fi 6 AX200 160MHz,22.150.1.1,99.6,6/20/2022
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.0.5,514345,561,1597,1158,516503,Intel(R) Wi-Fi 6 AX200 160MHz,21.60.0.5,99.6,11/10/2019
Intel(R) Dual Band Wireless-AC 8265 - 22.130.0.5,735729,2130,1043,937,738902,Intel(R) Dual Band Wireless-AC 8265,22.130.0.5,99.6,3/14/2022
Intel(R) Dual Band Wireless-AC 8265 - 20.70.25.2,1425688,4653,634,2114,1430975,Intel(R) Dual Band Wireless-AC 8265,20.70.25.2,99.6,6/21/2021
Intel(R) Dual Band Wireless-AC 8260 - 22.110.0.2,3536300,10742,1893,4326,3548935,Intel(R) Dual Band Wireless-AC 8260,22.110.0.2,99.6,11/27/2021
"Wi-Fi  (0x14E4, 0x7BF) - 16.0 (1657)",12686,30,25,47,12741,"Wi-Fi  (0x14E4, 0x7BF)",16.0 (1657),99.6,Not Found
Intel(R) Wireless-AC 9462 - 22.70.0.6,58214,203,44,61,58461,Intel(R) Wireless-AC 9462,22.70.0.6,99.6,6/28/2021
Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.1.2,3975029,10257,5504,5514,3990790,Intel(R) Wi-Fi 6 AX200 160MHz,23.60.1.2,99.6,6/2/2024
Intel(R) Wi-Fi 6 AX200 160MHz - 23.30.0.6,571481,1025,1527,1223,574033,Intel(R) Wi-Fi 6 AX200 160MHz,23.30.0.6,99.6,1/20/2024
Intel(R) Wi-Fi 6 AX201 160MHz - 22.150.1.1,272517,843,303,396,273663,Intel(R) Wi-Fi 6 AX201 160MHz,22.150.1.1,99.6,6/20/2022
Intel(R) Wi-Fi 6 AX201 160MHz - 22.20.0.6,646054,1358,1006,738,648418,Intel(R) Wi-Fi 6 AX201 160MHz,22.20.0.6,99.6,11/29/2020
Intel(R) Wi-Fi 6E AX211 160MHz - 23.10.0.8,407388,588,931,641,408907,Intel(R) Wi-Fi 6E AX211 160MHz,23.10.0.8,99.6,10/30/2023
Intel(R) Wireless-AC 9560 160MHz - 22.240.0.6,429730,563,974,569,431267,Intel(R) Wireless-AC 9560 160MHz,22.240.0.6,99.6,6/17/2023
Intel(R) Wireless-AC 9560 160MHz - 23.40.0.4,1638753,2811,1357,1983,1642921,Intel(R) Wireless-AC 9560 160MHz,23.40.0.4,99.7,3/9/2024
Intel(R) Wi-Fi 6 AX200 160MHz - 22.220.0.4,52095,19,115,70,52229,Intel(R) Wi-Fi 6 AX200 160MHz,22.220.0.4,99.7,3/28/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.5,31599,90,3,48,31692,Intel(R) Wi-Fi 6 AX200 160MHz,22.0.1.5,99.7,Not Found
Intel(R) Wi-Fi 6 AX200 160MHz - 21.50.1.1,22343,60,10,35,22413,Intel(R) Wi-Fi 6 AX200 160MHz,21.50.1.1,99.7,10/5/2019
Intel(R) Dual Band Wireless-AC 8265 - 21.120.0.9,126446,145,221,135,126812,Intel(R) Dual Band Wireless-AC 8265,21.120.0.9,99.7,8/15/2020
Intel(R) Dual Band Wireless-AC 8265 - 20.70.4.2,4103330,9730,2464,4522,4115524,Intel(R) Dual Band Wireless-AC 8265,20.70.4.2,99.7,10/21/2018
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.2.2,1333474,2486,1863,1460,1337823,Intel(R) Wi-Fi 6 AX200 160MHz,21.10.2.2,99.7,Not Found
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.1,548679,1403,180,1035,550262,Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter,6001.10.356.1,99.7,5/12/2024
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.131.0,454493,1062,90,706,455645,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.131.0,99.7,10/3/2022
Intel(R) Dual Band Wireless-AC 8260 - 20.70.3.3,1420902,2259,1721,1984,1424882,Intel(R) Dual Band Wireless-AC 8260,20.70.3.3,99.7,9/2/2018
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.926,189403,474,128,196,190005,Qualcomm QCA61x4A 802.11ac Wireless Adapter,12.0.0.926,99.7,9/18/2019
Intel(R) Dual Band Wireless-AC 8260 - 20.70.24.1,21228,19,43,25,21290,Intel(R) Dual Band Wireless-AC 8260,20.70.24.1,99.7,5/9/2021
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.2.3,201806,274,313,531,202393,Intel(R) Wi-Fi 6E AX211 160MHz,23.70.2.3,99.7,7/23/2024
Intel(R) Wi-Fi 6 AX201 160MHz - 22.220.0.4,638724,1605,507,1162,640836,Intel(R) Wi-Fi 6 AX201 160MHz,22.220.0.4,99.7,3/28/2023
Intel(R) Wi-Fi 6 AX201 160MHz - 22.190.0.4,1241720,2591,1136,2203,1245447,Intel(R) Wi-Fi 6 AX201 160MHz,22.190.0.4,99.7,11/22/2022
Intel(R) Wi-Fi 6 AX201 160MHz - 22.170.0.3,934522,2091,583,1569,937196,Intel(R) Wi-Fi 6 AX201 160MHz,22.170.0.3,99.7,8/28/2022
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.1,897713,1252,1075,1859,900040,Intel(R) Wi-Fi 6 AX201 160MHz,22.0.1.1,99.7,9/28/2020
Intel(R) Wi-Fi 6 AX200 160MHz - 23.80.1.3,73548,169,24,124,73741,Intel(R) Wi-Fi 6 AX200 160MHz,23.80.1.3,99.7,9/3/2024
Intel(R) Wireless-AC 9560 160MHz - 21.90.3.2,76511,35,190,118,76736,Intel(R) Wireless-AC 9560 160MHz,21.90.3.2,99.7,5/3/2020
Intel(R) Wireless-AC 9260 160MHz - 21.50.1.1,138624,390,44,213,139058,Intel(R) Wireless-AC 9260 160MHz,21.50.1.1,99.7,10/5/2019
Intel(R) Wi-Fi 6 AX201 160MHz - 23.120.0.3,49750,25,134,89,49909,Intel(R) Wi-Fi 6 AX201 160MHz,23.120.0.3,99.7,2/5/2025
Intel(R) Wi-Fi 6E AX210 160MHz - 23.110.0.5,141839,350,148,316,142337,Intel(R) Wi-Fi 6E AX210 160MHz,23.110.0.5,99.7,1/1/2025
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.1.2,23130,57,17,62,23204,Intel(R) Wi-Fi 6E AX210 160MHz,22.250.1.2,99.7,8/6/2023
Intel(R) Wi-Fi 6 AX201 160MHz - 23.80.1.3,124479,295,70,310,124844,Intel(R) Wi-Fi 6 AX201 160MHz,23.80.1.3,99.7,9/3/2024
Intel(R) Wi-Fi 6 AX201 160MHz - 22.90.0.5,312870,419,530,396,313819,Intel(R) Wi-Fi 6 AX201 160MHz,22.90.0.5,99.7,9/26/2021
Intel(R) Wi-Fi 6E AX211 160MHz - 22.230.0.8,1593561,2866,2614,2718,1599041,Intel(R) Wi-Fi 6E AX211 160MHz,22.230.0.8,99.7,5/8/2023
Intel(R) Wi-Fi 6E AX211 160MHz - 22.110.1.1,130740,188,263,185,131191,Intel(R) Wi-Fi 6E AX211 160MHz,22.110.1.1,99.7,1/1/2022
Intel(R) Dual Band Wireless-AC 3168 - 19.51.30.1,278922,379,566,344,279867,Intel(R) Dual Band Wireless-AC 3168,19.51.30.1,99.7,6/1/2020
Intel(R) Dual Band Wireless-AC 7260 - 18.33.17.1,421173,380,728,500,422281,Intel(R) Dual Band Wireless-AC 7260,18.33.17.1,99.7,4/28/2019
TP-Link Wireless USB Adapter - 5001.19.113.2,13326,25,5,14,13356,TP-Link Wireless USB Adapter,5001.19.113.2,99.8,Not Found
Intel(R) Wi-Fi 6E AX210 160MHz - 23.40.0.4,58739,64,56,125,58859,Intel(R) Wi-Fi 6E AX210 160MHz,23.40.0.4,99.8,3/9/2024
Intel(R) Wi-Fi 6E AX210 160MHz - 23.90.0.2,442810,434,463,759,443707,Intel(R) Wi-Fi 6E AX210 160MHz,23.90.0.2,99.8,9/25/2024
Intel(R) Wi-Fi 6E AX210 160MHz - 23.90.1.3,127181,241,65,183,127487,Intel(R) Wi-Fi 6E AX210 160MHz,23.90.1.3,99.8,10/12/2024
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1118,1226945,1442,1566,1546,1229953,Qualcomm QCA61x4A 802.11ac Wireless Adapter,12.0.0.1118,99.8,6/14/2021
Intel(R) Dual Band Wireless-AC 8260 - 20.70.25.2,427977,383,678,556,429038,Intel(R) Dual Band Wireless-AC 8260,20.70.25.2,99.8,6/21/2021
Intel(R) Wi-Fi 6E AX211 160MHz - 23.100.0.4,161551,350,37,307,161938,Intel(R) Wi-Fi 6E AX211 160MHz,23.100.0.4,99.8,11/10/2024
Intel(R) Dual Band Wireless-AC 8260 - 22.60.0.6,48124,100,0,60,48224,Intel(R) Dual Band Wireless-AC 8260,22.60.0.6,99.8,5/26/2021
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.0.6,82571,110,30,195,82711,Intel(R) Wi-Fi 6 AX201 160MHz,22.60.0.6,99.8,5/26/2021
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.0.6,1205740,1449,656,1338,1207845,Intel(R) Wi-Fi 6 AX201 160MHz,22.0.0.6,99.8,9/16/2020
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,1361363,1752,681,1910,1363796,Intel(R) Dual Band Wireless-AC 8260,20.70.30.1,99.8,1/12/2022
Marvell AVASTAR Wireless-AC Network Controller - 15.68.17022.122,272453,443,195,614,273091,Marvell AVASTAR Wireless-AC Network Controller,15.68.17022.122,99.8,9/8/2021
Intel(R) Wireless-AC 9260 160MHz - 22.250.1.2,659146,927,423,808,660496,Intel(R) Wireless-AC 9260 160MHz,22.250.1.2,99.8,8/6/2023
Intel(R) Wireless-AC 9260 160MHz - 22.30.0.11,284868,411,169,334,285448,Intel(R) Wireless-AC 9260 160MHz,22.30.0.11,99.8,1/19/2021
Intel(R) Wireless-AC 9260 160MHz - 22.220.0.4,318548,399,147,350,319094,Intel(R) Wireless-AC 9260 160MHz,22.220.0.4,99.8,3/28/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.140.0.3,54065,84,1,85,54150,Intel(R) Wi-Fi 6 AX200 160MHz,22.140.0.3,99.8,4/25/2022
Intel(R) Wi-Fi 6 AX200 160MHz - 21.80.2.1,15860,4,30,27,15894,Intel(R) Wi-Fi 6 AX200 160MHz,21.80.2.1,99.8,2/24/2020
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1327,40248,38,33,208,40319,MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter,3.0.1.1327,99.8,6/30/2024
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.1,12994,12,10,37,13016,Intel(R) Wi-Fi 6 AX200 160MHz,22.0.1.1,99.8,9/28/2020
Intel(R) Wi-Fi 6 AX200 160MHz - 21.120.0.9,181627,218,146,440,181991,Intel(R) Wi-Fi 6 AX200 160MHz,21.120.0.9,99.8,8/15/2020
Intel(R) Wireless-AC 9260 160MHz - 21.110.1.1,308388,356,150,698,308894,Intel(R) Wireless-AC 9260 160MHz,21.110.1.1,99.8,6/30/2020
Intel(R) Wi-Fi 6E AX211 160MHz - 23.80.1.3,92011,141,75,224,92227,Intel(R) Wi-Fi 6E AX211 160MHz,23.80.1.3,99.8,9/3/2024
Intel(R) Dual Band Wireless-AC 8265 - 20.70.19.1,34324,29,25,55,34378,Intel(R) Dual Band Wireless-AC 8265,20.70.19.1,99.8,9/14/2020
Intel(R) Dual Band Wireless-AC 8265 - 20.70.30.1,2809990,2638,2989,4407,2815617,Intel(R) Dual Band Wireless-AC 8265,20.70.30.1,99.8,1/12/2022
Intel(R) Wireless-AC 9260 160MHz - 22.170.0.3,989190,1751,557,1139,991498,Intel(R) Wireless-AC 9260 160MHz,22.170.0.3,99.8,8/28/2022
Intel(R) Dual Band Wireless-AC 3165 - 22.130.0.5,99672,56,174,129,99902,Intel(R) Dual Band Wireless-AC 3165,22.130.0.5,99.8,3/14/2022
Intel(R) Dual Band Wireless-AC 3168 - 19.51.21.1,767601,1611,139,897,769351,Intel(R) Dual Band Wireless-AC 3168,19.51.21.1,99.8,4/28/2019
Intel(R) Dual Band Wireless-AC 7260 - 18.33.14.3,133048,80,142,157,133270,Intel(R) Dual Band Wireless-AC 7260,18.33.14.3,99.8,9/2/2018
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.2.1,356357,397,216,1157,356970,Intel(R) Wi-Fi 6 AX201 160MHz,21.80.2.1,99.8,2/24/2020
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.0.4,63994,66,41,68,64101,Intel(R) Wi-Fi 6 AX201 160MHz,21.80.0.4,99.8,1/29/2020
Intel(R) Wi-Fi 6 AX200 160MHz - 22.80.1.1,12502,27,3,40,12532,Intel(R) Wi-Fi 6 AX200 160MHz,22.80.1.1,99.8,5/1/2022
Intel(R) Wireless-AC 9560 160MHz - 21.20.1.1,9350485,10183,10343,12728,9371011,Intel(R) Wireless-AC 9560 160MHz,21.20.1.1,99.8,5/29/2019
Intel(R) Wireless-AC 9260 160MHz - 22.90.0.5,2068193,2142,1297,2366,2071632,Intel(R) Wireless-AC 9260 160MHz,22.90.0.5,99.8,9/26/2021
Intel(R) Wireless-AC 9260 160MHz - 23.10.0.8,22202,18,35,30,22255,Intel(R) Wireless-AC 9260 160MHz,23.10.0.8,99.8,10/30/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.135.0,181550,205,109,443,181864,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.135.0,99.8,12/1/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.145.600,31255,53,21,91,31329,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.145.600,99.8,8/16/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.100,3797989,5305,1886,5645,3805180,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.149.100,99.8,1/16/2024
Intel(R) Dual Band Wireless-AC 7265 - 19.51.15.3,851441,1097,414,1006,852952,Intel(R) Dual Band Wireless-AC 7265,19.51.15.3,99.8,9/2/2018
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.1,185343,242,67,368,185652,Intel(R) Wireless-AC 9560 160MHz,21.80.2.1,99.8,2/24/2020
Intel(R) Wireless-AC 9560 160MHz - 23.60.1.2,12019895,18256,6330,14905,12044481,Intel(R) Wireless-AC 9560 160MHz,23.60.1.2,99.8,6/2/2024
Intel(R) Wireless-AC 9560 160MHz - 23.90.1.3,28258,45,20,61,28323,Intel(R) Wireless-AC 9560 160MHz,23.90.1.3,99.8,10/12/2024
Intel(R) Wireless-AC 9462 - 22.250.1.2,20812,8,35,22,20855,Intel(R) Wireless-AC 9462,22.250.1.2,99.8,8/6/2023
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1694,231124,175,41,371,231340,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter,1.0.0.1694,99.9,8/8/2024
Intel(R) Dual Band Wireless-AC 8265 - 22.30.0.11,162323,5,124,237,162452,Intel(R) Dual Band Wireless-AC 8265,22.30.0.11,99.9,1/19/2021
Realtek 8812BU Wireless LAN 802.11ac USB NIC - 1030.38.712.2019,61348,83,0,66,61431,Realtek 8812BU Wireless LAN 802.11ac USB NIC,1030.38.712.2019,99.9,7/17/2019
Intel(R) Dual Band Wireless-AC 7265 - 19.50.1.6,29147,17,22,39,29186,Intel(R) Dual Band Wireless-AC 7265,19.50.1.6,99.9,Not Found
Intel(R) Dual Band Wireless-AC 3160 - 18.33.17.1,133268,49,137,145,133454,Intel(R) Dual Band Wireless-AC 3160,18.33.17.1,99.9,4/28/2019
Intel(R) Wi-Fi 6E AX211 160MHz - 22.220.0.4,20421,15,0,46,20436,Intel(R) Wi-Fi 6E AX211 160MHz,22.220.0.4,99.9,3/28/2023
Intel(R) Wi-Fi 6 AX201 160MHz - 22.80.0.9,68964,56,25,131,69045,Intel(R) Wi-Fi 6 AX201 160MHz,22.80.0.9,99.9,8/18/2021
Intel(R) Dual Band Wireless-AC 8260 - 20.70.5.2,100899,27,110,116,101036,Intel(R) Dual Band Wireless-AC 8260,20.70.5.2,99.9,11/25/2018
Intel(R) Wi-Fi 6E AX210 160MHz - 22.130.0.5,14830,15,1,23,14846,Intel(R) Wi-Fi 6E AX210 160MHz,22.130.0.5,99.9,3/14/2022
Intel(R) Wi-Fi 6 AX201 160MHz - 23.100.0.4,295168,229,178,411,295575,Intel(R) Wi-Fi 6 AX201 160MHz,23.100.0.4,99.9,11/10/2024
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 22.250.0.4,56711,52,9,94,56772,Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W),22.250.0.4,99.9,7/25/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.160.0.4,94154,17,32,101,94203,Intel(R) Wi-Fi 6 AX200 160MHz,22.160.0.4,99.9,8/13/2022
Intel(R) Wi-Fi 6 AX200 160MHz - 22.190.0.4,280686,288,107,305,281081,Intel(R) Wi-Fi 6 AX200 160MHz,22.190.0.4,99.9,11/22/2022
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1255,23029,15,16,155,23060,MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter,3.0.1.1255,99.9,7/4/2022
Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) - 23.90.0.2,23365,29,1,53,23395,Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW),23.90.0.2,99.9,9/25/2024
Intel(R) Wi-Fi 6 AX200 160MHz - 21.40.2.2,79477,29,25,138,79531,Intel(R) Wi-Fi 6 AX200 160MHz,21.40.2.2,99.9,8/31/2019
Intel(R) Wi-Fi 7 BE200 320MHz - 23.60.1.2,46051,30,2,94,46083,Intel(R) Wi-Fi 7 BE200 320MHz,23.60.1.2,99.9,6/2/2024
Intel(R) Dual Band Wireless-AC 8265 - 20.70.5.2,179689,146,4,189,179839,Intel(R) Dual Band Wireless-AC 8265,20.70.5.2,99.9,11/25/2018
Intel(R) Dual Band Wireless-AC 8265 - 20.70.26.2,59360,43,33,203,59436,Intel(R) Dual Band Wireless-AC 8265,20.70.26.2,99.9,8/8/2021
Intel(R) Wi-Fi 7 BE200 320MHz - 23.70.3.1,20065,2,9,29,20076,Intel(R) Wi-Fi 7 BE200 320MHz,23.70.3.1,99.9,8/6/2024
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter - 2.0.0.1193,15569,22,0,20,15591,Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WiFiCx Network Adapter,2.0.0.1193,99.9,6/2/2024
Intel(R) Wi-Fi 6E AX211 160MHz - 22.100.1.1,247645,192,131,296,247968,Intel(R) Wi-Fi 6E AX211 160MHz,22.100.1.1,99.9,5/1/2022
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,232598,57,80,247,232735,Intel(R) Dual Band Wireless-AC 8260,20.50.0.5,99.9,Not Found
Intel(R) Dual Band Wireless-AC 8260 - 20.70.12.5,142411,88,59,162,142558,Intel(R) Dual Band Wireless-AC 8260,20.70.12.5,99.9,8/25/2019
Intel(R) Wireless-AC 9260 160MHz - 23.60.1.2,38004,19,10,93,38033,Intel(R) Wireless-AC 9260 160MHz,23.60.1.2,99.9,6/2/2024
Intel(R) Wireless-AC 9560 160MHz - 22.120.0.3,89230,36,15,146,89281,Intel(R) Wireless-AC 9560 160MHz,22.120.0.3,99.9,1/30/2022
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,587284,619,173,1069,588076,Intel(R) Wireless-AC 9560 160MHz,23.30.0.6,99.9,1/20/2024
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,102880,0,147,102,103027,Intel(R) Wireless-AC 9560 160MHz,21.110.3.2,99.9,8/5/2020
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,107222,90,4,162,107316,Intel(R) Wireless-AC 9560 160MHz,22.130.0.5,99.9,3/14/2022
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,609759,145,730,881,610634,Intel(R) Wireless-AC 9560 160MHz,21.110.1.1,99.9,6/30/2020
Intel(R) Wireless-AC 9560 160MHz - 21.110.2.1,33764,17,2,77,33783,Intel(R) Wireless-AC 9560 160MHz,21.110.2.1,99.9,7/20/2020
Intel(R) Wireless-AC 9260 160MHz - 23.50.0.6,776648,393,170,903,777211,Intel(R) Wireless-AC 9260 160MHz,23.50.0.6,99.9,4/13/2024
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,2158749,2257,914,4165,2161920,Intel(R) Wireless-AC 9560 160MHz,23.80.0.7,99.9,9/1/2024
Intel(R) Wireless-AC 9560 160MHz - 23.90.0.2,4389028,3987,1578,5408,4394593,Intel(R) Wireless-AC 9560 160MHz,23.90.0.2,99.9,9/25/2024
Killer Wireless-n/a/ac 1535 Wireless Network Adapter - 12.0.0.1118,10311,6,3,51,10320,Killer Wireless-n/a/ac 1535 Wireless Network Adapter,12.0.0.1118,99.9,6/14/2021
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,75363,26,56,139,75445,Intel(R) Wireless-AC 9560 160MHz,22.250.10.1,99.9,8/14/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.10.1,69513,64,1,85,69578,Intel(R) Wi-Fi 6 AX200 160MHz,22.250.10.1,99.9,8/14/2023
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,40189,26,5,63,40220,Intel(R) Wireless-AC 9560 160MHz,20.110.0.3,99.9,11/27/2018
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,44133,17,10,89,44160,Intel(R) Wireless-AC 9560 160MHz,23.20.0.4,99.9,11/28/2023
Intel(R) Wireless-AC 9560 160MHz - 23.120.0.3,14830,11,0,18,14841,Intel(R) Wireless-AC 9560 160MHz,23.120.0.3,99.9,2/5/2025
Intel(R) Wireless-AC 9560 160MHz - 22.30.0.11,226700,266,45,345,227011,Intel(R) Wireless-AC 9560 160MHz,22.30.0.11,99.9,1/19/2021
Intel(R) Wi-Fi 6 AX200 160MHz - 22.230.0.8,309693,167,25,434,309885,Intel(R) Wi-Fi 6 AX200 160MHz,22.230.0.8,99.9,5/8/2023
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.0.6,135243,67,64,175,135374,Intel(R) Wi-Fi 6 AX200 160MHz,22.200.0.6,99.9,1/16/2023
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,273532,154,20,498,273706,Intel(R) Wireless-AC 9560 160MHz,23.40.1.1,99.9,3/19/2024
Intel(R) Wireless-AC 9560 160MHz - 21.30.3.2,320890,196,10,313,321096,Intel(R) Wireless-AC 9560 160MHz,21.30.3.2,99.9,7/6/2019
Intel(R) Wi-Fi 6 AX200 160MHz - 23.70.2.3,17137,0,11,19,17148,Intel(R) Wi-Fi 6 AX200 160MHz,23.70.2.3,99.9,7/23/2024
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,284668,65,117,388,284850,Intel(R) Wireless-AC 9560 160MHz,22.10.0.7,99.9,10/19/2020
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,3411342,2821,235,4571,3414398,Intel(R) Wireless-AC 9560 160MHz,22.160.0.4,99.9,8/13/2022
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,226727,14,111,382,226852,Intel(R) Wireless-AC 9560 160MHz,22.220.0.4,99.9,3/28/2023
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,170552,129,17,243,170698,Intel(R) Wireless-AC 9560 160MHz,22.140.0.3,99.9,4/25/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,82369,61,12,182,82442,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.128.0,99.9,8/29/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.124.0,10884,8,2,20,10894,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.124.0,99.9,7/3/2022
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.123.322,16975,14,0,24,16989,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.123.322,99.9,6/30/2024
Intel(R) Dual Band Wireless-AC 7265 - 19.51.29.1,37528,0,0,45,37528,Intel(R) Dual Band Wireless-AC 7265,19.51.29.1,100.0,4/15/2020
Intel(R) Dual Band Wireless-AC 7265 - 19.51.30.1,149077,50,6,201,149133,Intel(R) Dual Band Wireless-AC 7265,19.51.30.1,100.0,6/1/2020
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,44660,13,5,39,44678,Realtek RTL8822BE 802.11ac PCIe Adapter,2024.0.10.209,100.0,12/3/2019
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.227.0,32695,5,4,75,32704,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.227.0,100.0,6/20/2022
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.228.7,30695,0,0,43,30695,Realtek RTL8822CE 802.11ac PCIe Adapter,2024.10.228.7,100.0,9/13/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,45691,11,3,120,45705,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.141.0,100.0,4/17/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,325903,73,56,761,326032,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.143.0,100.0,6/5/2023
Intel(R) Dual Band Wireless-AC 3168 - 19.51.40.1,91902,7,5,108,91914,Intel(R) Dual Band Wireless-AC 3168,19.51.40.1,100.0,2/19/2022
Intel(R) Dual Band Wireless-AC 7260 - 18.33.15.1,78606,0,0,81,78606,Intel(R) Dual Band Wireless-AC 7260,18.33.15.1,100.0,11/10/2018
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.144.0,17672,0,0,38,17672,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.144.0,100.0,7/10/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,81217,14,14,140,81245,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.149.0,100.0,12/20/2023
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,550348,191,40,1289,550579,Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter,6001.15.152.0,100.0,4/15/2024
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,33264,14,2,43,33280,Intel(R) Wireless-AC 9560 160MHz,21.40.1.4,100.0,8/14/2019
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,114644,18,7,386,114669,Intel(R) Wireless-AC 9560 160MHz,21.40.2.2,100.0,8/31/2019
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,290333,47,47,392,290427,Intel(R) Wireless-AC 9560 160MHz,21.50.1.1,100.0,10/5/2019
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,65414,3,6,103,65423,Intel(R) Wireless-AC 9560 160MHz,21.70.0.6,100.0,1/6/2020
