Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.0.5,4465,0,21,13,4486,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.50.1.1,587,0,0,1,587,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.20.1.1,1917,0,0,3,1917,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.120.0.9,1277,0,0,6,1277,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.80.0.7,5631,0,0,14,5631,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.80.1.1,16,0,0,1,16,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.70.0.6,3986,0,0,6,3986,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.60.0.6,721,0,0,2,721,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.30.0.11,1650,0,0,4,1650,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.10.1,1440,0,0,2,1440,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.1.2,959,0,0,7,959,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.0.4,5791,0,1,10,5792,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.220.0.4,1884,0,0,1,1884,100.0%
N/A,1472,0,0,3,1472,100.0%
N/A,5246,0,0,14,5246,100.0%
N/A,131,0,0,1,131,100.0%
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,1293,0,0,1,1293,100.0%
Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) - 23.60.1.2,348,0,0,1,348,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.60.1.2,8527,0,1,17,8528,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 22.250.0.4,181,0,0,1,181,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.80.1.3,57,0,0,1,57,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,734,0,0,2,734,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,9754,0,2,20,9756,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,718,0,0,1,718,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz #2 - 23.80.0.7,451,0,0,2,451,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,739,0,0,2,739,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,1740,0,0,3,1740,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,2160,0,0,3,2160,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,1022,0,0,6,1022,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.30.0.11,2657,0,0,6,2657,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,470,0,0,3,470,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.240.0.6,3581,0,0,5,3581,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.230.0.8,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,7918,0,1,14,7919,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.190.0.4,301,0,0,1,301,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.160.0.4,8659,0,0,12,8659,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.140.0.3,3776,0,0,6,3776,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,3638,0,0,6,3638,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.0.3,82,0,0,1,82,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,937,0,0,3,937,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,1600,0,0,3,1600,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.110.1.1,36,0,0,2,36,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,2330,0,0,5,2330,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.1,1529,0,0,4,1529,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,763,0,0,2,763,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,4402,0,0,7,4402,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,193,0,0,6,193,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,280,0,0,1,280,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.30.3.2,759,0,0,2,759,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,1618,0,0,4,1618,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.20.0.4,1579,0,0,3,1579,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.100.0.4,1440,0,0,3,1440,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.80.0.9,528,0,0,1,528,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.70.0.6,7095,0,2,17,7097,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.0.6,1840,0,0,1,1840,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,1176,0,0,1,1176,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,5238,0,0,14,5238,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,1143,0,0,3,1143,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,843,0,0,2,843,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,718,0,0,1,718,100.0%
Intel(R) Wireless-AC 9560 - 20.30.4.1,1188,0,0,2,1188,100.0%
Intel(R) Wireless-AC 9462 - 23.60.1.2,1164,0,0,1,1164,100.0%
Intel(R) Wireless-AC 9462 - 22.250.1.2,735,0,0,1,735,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,1771,0,0,3,1771,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.60.1.2,2089,0,0,6,2089,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,715,0,0,1,715,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.2.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.0.3,6,0,0,1,6,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.1.3,231,0,0,1,231,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.0.2,2281,0,7,5,2288,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.70.4.1,636,0,0,3,636,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.40.1.1,7361,0,0,11,7361,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.10.0.8,754,0,0,1,754,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,1306,0,0,3,1306,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,1440,0,0,2,1440,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.200.2.1,569,0,1,1,570,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,1485,0,0,2,1485,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,1617,0,0,1,1617,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,1452,0,0,2,1452,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.50.1.1,1529,0,0,3,1529,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.20.1.1,23,0,0,1,23,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,1,0,0,1,1,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.1.1,681,0,0,1,681,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.110.1.1,1405,0,0,5,1405,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.70.4.1,2444,0,0,3,2444,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.60.1.2,10847,0,1,27,10848,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.80.0.9,6,0,0,1,6,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.10.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.1.2,113,0,0,1,113,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.0.4,92,0,0,1,92,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.230.0.8,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,716,0,0,1,716,100.0%
Intel(R) Wireless-AC 9260 - 20.70.0.100,536,0,0,2,536,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.70.3.1,382,0,0,1,382,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,2042,0,0,1,2042,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.40.1.1,1071,0,1,3,1072,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.20.0.4,2884,0,0,8,2884,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.100.0.4,627,0,0,2,627,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.180.0.4,201,0,0,2,201,100.0%
TP-LINK 802.11ac Network Adapter - 6.30.223.228,720,0,0,1,720,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,1440,0,0,2,1440,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,955,0,0,2,955,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.145.600,324,0,0,1,324,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,4880,0,0,17,4880,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.135.0,1234,0,0,4,1234,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,77,0,0,3,77,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.1,724,0,0,2,724,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.0,3216,0,1,5,3217,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.353.0,2711,0,97,7,2808,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.228.7,47,0,0,1,47,100.0%
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,720,0,0,1,720,100.0%
Realtek 8822CE Wireless LAN 802.11ac PCI-E NIC - 2024.10.139.3,493,0,0,1,493,100.0%
23.80.0.7,3435,0,1,7,3436,100.0%
23.60.1.2,15,0,0,1,15,100.0%
23.40.1.1,620,0,0,1,620,100.0%
22.170.0.3,687,0,0,1,687,100.0%
21.40.2.2,12,0,0,1,12,100.0%
21.110.1.1,650,0,0,1,650,100.0%
20.70.30.1,121,0,0,1,121,100.0%
19.51.24.3,566,0,0,1,566,100.0%
19.51.21.1,611,0,0,1,611,100.0%
"Wi-Fi  (0x14E4, 0x7BF) - 16.0 (1657)",316,0,0,2,316,100.0%
"Wi-Fi  (0x14E4, 0x4388) - 16.0 (1657)",129,0,0,1,129,100.0%
"Wi-Fi  (0x14E4, 0x4378) - 16.0 (1657)",92,0,0,1,92,100.0%
Dell Wireless 1550 802.11ac - 6.30.223.259,671,0,0,1,671,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,18027,1,32,29,18060,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.150.1.1,11574,1,0,21,11575,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.100.1.1,20087,2,54,35,20143,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.240.0.6,8873,1,0,19,8874,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.2.1,22525,3,13,33,22541,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,19593,3,1,30,19597,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.1,5617,1,1,17,5619,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 17.15.0.5,5454,1,3,8,5458,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,5379,1,2,7,5382,100.0%
rtw89_8852be,4303,1,0,6,4304,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.220.0.4,8570,2,5,20,8577,100.0%
ath10k_pci,25226,6,1,47,25233,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.230.0.8,4143,1,0,7,4144,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.50.0.6,10565,3,12,14,10580,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.20.1.1,3370,1,0,5,3371,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.1.2,6427,2,0,10,6429,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.21.1,12240,4,6,18,12250,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.3.3,19425,7,9,33,19441,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.130.0.5,10139,4,6,14,10149,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.2.2,38091,17,4,55,38112,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.180.0.4,4261,2,1,8,4264,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.10.0.8,8497,4,0,13,8501,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,28304,15,13,66,28332,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.20.1.1,3705,2,0,10,3707,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.90.0.5,5428,3,2,6,5433,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.11.3,1534,1,0,2,1535,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.70.2.3,3042,2,1,5,3045,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.90.0.5,26761,18,9,37,26788,99.9%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.30.1,7415,5,1,11,7421,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,46748,32,0,75,46780,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.25.2,5728,4,11,9,5743,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,2726,2,1,5,2729,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.25.2,14557,11,4,24,14572,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.100.1.1,1305,1,4,2,1310,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.1.2,11451,9,18,42,11478,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,3754,3,1,7,3758,99.9%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.30.1,1215,1,1,3,1217,99.9%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 24.40.2.575,3561,3,59,10,3623,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.20.1.1,104857,90,81,179,105028,99.9%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.40.0.4,2257,2,0,4,2259,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.190.0.4,11674,12,43,26,11729,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.40.0.4,14468,15,9,43,14492,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.60.1.2,209963,219,139,337,210321,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.5,1910,2,3,3,1915,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.30.0.11,2847,3,0,5,2850,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.0.6,31067,33,26,32,31126,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.30.1,36662,39,42,77,36743,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.40.0.7,80156,87,26,200,80269,99.9%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.100,13391,15,8,21,13414,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.30.0.6,2604,3,11,8,2618,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.32.1,9526,11,23,16,9560,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.20.0.6,7648,9,4,11,7661,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.80.1.1,8312,11,561,16,8884,99.9%
"Wi-Fi  (0x14E4, 0x4387) - 16.0 (1657)",784,1,1,5,786,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.220.0.4,3866,5,0,5,3871,99.9%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.15.3,6957,9,0,11,6966,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.10.0.8,6150,8,1,9,6159,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.120.1.9,22792,31,522,34,23345,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 21.120.0.9,1480,2,1,2,1483,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.170.0.3,11890,18,4,17,11912,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.80.0.7,50506,78,89,105,50673,99.8%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.100.0.3,10823,17,12,25,10852,99.8%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.80.0.7,3560,6,21,10,3587,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.90.0.2,1144,2,4,3,1150,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.0.4,11096,20,12,25,11128,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.130.0.5,29468,55,37,117,29560,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.10.1,45170,85,33,104,45288,99.8%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.200.0.6,1051,2,1,4,1054,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.2.3,3662,7,10,12,3679,99.8%
Intel(R) Dual Band Wireless-AC 8265 - 22.110.0.2,25536,52,21,38,25609,99.8%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.1.2,65641,136,57,119,65834,99.8%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.10.2.2,2366,5,3,4,2374,99.8%
Intel(R) Wireless-AC 9560 160MHz - 23.40.0.4,6152,13,0,18,6165,99.8%
