Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
Marvell AVASTAR Wireless-AC Network Controller - 15.68.17022.122,4286,0,0,8,4286,100.0%
Intel Corporation Wi-Fi 5(802.11ac) Wireless-AC 9x6x [Thunder Peak] [8086:2526] (rev 29) - iwlwifi,596,0,0,1,596,100.0%
N/A,44,0,0,1,44,100.0%
N/A,1442,0,0,3,1442,100.0%
N/A,1133,0,0,6,1133,100.0%
N/A,5268,0,0,12,5268,100.0%
N/A,691,0,0,2,691,100.0%
N/A,119,0,0,1,119,100.0%
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 23.60.1.2,1792,0,0,1,1792,100.0%
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,1443,0,0,1,1443,100.0%
Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) - 23.90.0.2,122,0,0,1,122,100.0%
Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) - 23.60.1.2,477,0,0,1,477,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.220.0.4,6976,0,0,16,6976,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.200.0.6,2115,0,0,5,2115,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.180.0.4,2594,0,1,6,2595,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.150.2.1,115,0,0,1,115,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.20.1.1,408,0,0,1,408,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 22.250.0.4,84,0,0,1,84,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.90.0.2,3,0,0,1,3,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,6836,0,0,15,6836,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,2157,0,0,3,2157,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,1108,0,0,4,1108,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.0.4,23832,0,3,44,23835,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.230.0.8,1461,0,0,4,1461,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,3161,0,0,7,3161,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.190.0.4,396,0,0,1,396,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.3,2,0,0,1,2,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,4357,0,0,7,4357,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,1355,0,0,2,1355,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,1334,0,0,3,1334,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.100.0.4,1110,0,0,3,1110,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.0.6,2173,0,0,4,2173,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,345,0,0,1,345,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.120.0.3,1477,0,0,4,1477,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.110.1.1,57,0,0,2,57,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,2378,0,0,5,2378,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.0.0.6,2,0,0,1,2,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.90.3.2,487,0,1,1,488,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.1,2390,0,0,6,2390,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,3777,0,0,8,3777,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,329,0,0,8,329,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,2080,0,0,6,2080,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.2.1,243,0,0,1,243,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,2013,0,2,6,2015,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.130.0.5,32,0,0,1,32,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.110.1.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.1.3,792,0,5,1,797,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.70.0.6,721,0,0,2,721,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.60.0.10,7870,0,1,19,7871,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.40.1.1,7391,0,0,16,7391,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 - 20.30.4.1,1101,0,0,2,1101,100.0%
Intel(R) Wireless-AC 9462 - 23.60.1.2,2041,0,0,1,2041,100.0%
Intel(R) Wireless-AC 9462 - 22.250.1.2,785,0,0,1,785,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,1492,0,0,3,1492,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.60.1.2,1732,0,0,6,1732,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,715,0,0,1,715,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,1284,0,0,2,1284,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.110.1.1,914,0,0,5,914,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.70.4.1,1197,0,1,2,1198,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.30.0.6,1,0,0,1,1,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.20.1.1,86,0,0,1,86,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.10.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.0.4,21,0,0,1,21,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.230.0.8,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.200.2.1,721,0,0,2,721,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.2.1,725,0,0,1,725,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.100.0.4,714,0,0,2,714,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.10.0.8,5095,0,0,9,5095,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.190.0.4,7462,0,0,21,7462,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.160.0.4,51,0,0,1,51,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,2,0,0,1,2,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.250.10.1,74,0,0,1,74,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,1437,0,0,2,1437,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,1857,0,0,3,1857,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,1016,0,0,1,1016,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,1526,0,0,2,1526,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.50.1.1,2056,0,0,4,2056,100.0%
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,719,0,0,1,719,100.0%
Intel(R) Wireless-AC 9260 - 20.70.0.100,518,0,0,2,518,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.70.3.1,719,0,0,1,719,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.60.1.2,715,0,0,1,715,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.80.1.3,783,0,0,1,783,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.60.0.10,58,0,0,2,58,100.0%
"Wi-Fi  (0x14E4, 0x4378) - 16.0 (1657)",21,0,0,1,21,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,1362,0,0,4,1362,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,1465,0,0,3,1465,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,210,0,0,1,210,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.135.0,1178,0,0,5,1178,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,21,0,0,1,21,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.124.0,539,0,0,1,539,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.123.322,1,0,0,1,1,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.1,753,0,0,2,753,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.0,1388,0,0,3,1388,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.353.0,3969,0,0,6,3969,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.229.0,361,0,0,1,361,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.228.7,1460,0,0,1,1460,100.0%
Intel(R) Dual Band Wireless-AC 3160 - 18.33.17.1,1434,0,0,2,1434,100.0%
Intel(R) Centrino(R) Ultimate-N 6300 AGN - 15.18.0.1,719,0,0,1,719,100.0%
23.80.0.7,1554,0,0,4,1554,100.0%
23.70.0.6,1348,0,0,4,1348,100.0%
23.40.1.1,613,0,0,1,613,100.0%
22.250.1.2,111,0,0,1,111,100.0%
22.170.0.3,692,0,0,1,692,100.0%
21.110.1.1,648,0,0,1,648,100.0%
20.70.30.1,135,0,0,1,135,100.0%
19.51.24.3,583,0,0,1,583,100.0%
19.51.21.1,617,0,0,1,617,100.0%
"Wi-Fi  (0x14E4, 0x870) - 16.0 (1657)",69,0,2,1,71,100.0%
"Wi-Fi  (0x14E4, 0x4388) - 16.0 (1657)",260,0,0,3,260,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,17232,1,0,31,17233,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.60.1.2,11837,1,0,37,11838,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.60.1.2,11054,1,121,19,11176,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.50.0.6,9147,1,0,16,9148,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,9080,1,13,18,9094,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.230.0.8,22845,3,113,47,22961,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,6883,1,2,21,6886,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.10.0.8,6698,1,20,12,6719,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.1.1,6148,1,0,9,6149,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.1.2,5746,1,0,15,5747,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 17.15.0.5,5662,1,0,9,5663,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,5056,1,0,11,5057,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,28257,6,3,64,28266,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.240.0.6,9263,2,5,17,9270,100.0%
rtw89_8852be,4382,1,0,7,4383,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.30.0.11,4354,1,3,6,4358,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.220.0.4,4239,1,2,6,4242,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.130.0.5,20804,5,3,54,20812,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.110.1.1,4076,1,2,14,4079,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,8029,2,1,12,8032,100.0%
ath10k_pci,23194,6,0,47,23200,100.0%
Intel(R) Dual Band Wireless-AC 3165 - 19.51.40.1,3603,1,9,5,3613,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.3.3,17265,5,5,31,17275,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,3320,1,2,5,3323,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1118,21435,8,9,31,21452,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.17.1,5114,2,0,8,5116,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.70.0.6,2519,1,0,4,2520,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.90.0.5,4864,2,0,6,4866,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.2.3,4798,2,1,12,4801,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,17735,8,1,28,17744,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.130.0.5,8752,4,25,13,8781,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,47221,23,0,83,47244,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.40.0.4,2041,1,0,4,2042,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.2.1,21130,11,2,32,21143,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.50.0.6,17219,9,0,32,17228,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.190.0.4,3628,2,2,5,3632,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,3589,2,1,5,3592,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.170.0.3,5216,3,3,12,5222,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.190.0.4,13000,8,1,28,13009,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.250.0.4,17715,11,10,30,17736,99.9%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.21.1,12377,8,4,18,12389,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 21.120.0.9,1483,1,0,2,1484,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.80.1.3,1419,1,0,4,1420,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,1408,1,1,5,1410,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.40.0.4,8247,6,7,23,8260,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.230.0.8,18429,14,165,43,18608,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.40.0.7,80307,61,126,218,80494,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.20.0.4,3654,3,0,7,3657,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.0.2,3514,3,28,7,3545,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.0.4,14057,12,22,25,14091,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,2152,2,5,3,2159,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.30.0.6,40758,40,10,82,40808,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.90.0.5,24274,24,21,37,24319,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.30.1,43313,44,235,76,43592,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.60.1.2,211499,214,59,331,211772,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.30.0.11,1974,2,1,5,1977,99.9%
