Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.152.0,2068,0,0,3,2068,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,1139,0,0,2,1139,100.0%
"Wi-Fi  (0x14E4, 0x4378) - 16.0 (1657)",1,0,0,1,1,100.0%
"Wi-Fi  (0x14E4, 0x4387) - 16.0 (1657)",7,0,0,1,7,100.0%
Edimax AC1750 Wi-Fi USB Adapter - 1030.44.1014.2024,957,0,0,1,957,100.0%
N/A,3,0,0,1,3,100.0%
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.953,909,0,0,1,909,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.926,3373,0,0,3,3373,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1272,6203,0,0,8,6203,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1118,18099,0,0,20,18099,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1016,2104,0,0,2,2104,100.0%
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1694,1227,0,0,3,1227,100.0%
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1633,844,0,0,1,844,100.0%
TP-Link Wireless USB Adapter - 1030.38.712.2019,1038,0,1,2,1039,100.0%
Realtek 8812BU Wireless LAN 802.11ac USB NIC - 1030.38.712.2019,1024,0,0,1,1024,100.0%
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.697,959,0,0,1,959,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.722,2089,0,0,2,2089,100.0%
Qualcomm Atheros AR946x Wireless Network Adapter - 3.0.2.201,960,0,0,1,960,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.12.5,1920,0,0,2,1920,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.31.1,1805,0,0,2,1805,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.30.1,2330,0,0,3,2330,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.27.1,960,0,0,1,960,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.10.0.9,104,0,0,1,104,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.16.2,1162,0,0,2,1162,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.15.1,2008,0,0,2,2008,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.11.3,956,0,0,1,956,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.50.0.4,623,0,0,1,623,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 22.80.1.1,1625,0,0,2,1625,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 22.60.0.6,960,0,0,1,960,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.5.2,1727,0,0,2,1727,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,18741,0,0,23,18741,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.21.2,960,0,0,1,960,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.16.4,1024,0,0,1,1024,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.2.2,788,0,0,1,788,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.5,493,0,0,1,493,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.5,960,0,0,1,960,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.2.2,53567,0,0,56,53567,100.0%
D-Link Wireless G DWA-110 USB Adapter - 4.0.10.1,530,0,0,1,530,100.0%
Broadcom 802.11n Network Adapter - 6.30.223.256,422,0,0,1,422,100.0%
RZ616 Wi-Fi 6E 160MHz - 24.34.2.567,23,0,0,1,23,100.0%
RZ616 Wi-Fi 6E 160MHz - 23.32.2.560,407,0,0,1,407,100.0%
NETGEAR A8000 WiFi 6 & 6E Adapter - 1.0.0.108,84,0,0,1,84,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.90.0.100,1023,0,0,1,1023,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.9.1,744,0,0,1,744,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.5.2,2905,0,0,3,2905,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.26.2,450,0,0,1,450,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.19.1,956,0,3,1,959,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.16.4,2762,0,0,3,2762,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.12.5,958,0,2,1,960,100.0%
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.4.0.1088,52,0,0,2,52,100.0%
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.3.0.933,867,0,0,1,867,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 3.3.3.854,960,0,0,1,960,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 3.3.0.540,989,0,0,1,989,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 3.0.1.1314,3816,0,63,5,3879,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 3.0.1.1294,726,0,0,1,726,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 23.32.2.560,727,0,0,1,727,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 22.30.1.1339,709,0,0,1,709,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1327,1095,0,0,3,1095,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1303,606,0,0,2,606,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.110.1.1,1667,0,0,2,1667,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.10.0.7,737,0,0,1,737,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.1,1,0,0,1,1,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.2.1,765,0,0,1,765,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.0.5,3720,0,107,4,3827,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.50.1.1,958,0,0,1,958,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.40.2.2,78,0,0,1,78,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.20.1.1,754,0,0,1,754,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.120.0.9,1996,0,0,2,1996,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.30.0.11,2131,0,0,3,2131,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.0.1.1,840,0,0,1,840,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 21.120.0.9,1979,0,1,2,1980,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.60.0.6,960,0,0,2,960,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.40.0.7,5815,0,0,8,5815,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.30.0.11,3438,0,0,4,3438,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.10.1,3077,0,0,4,3077,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.1.2,4004,0,0,5,4004,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.0.4,7733,0,0,8,7733,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.230.0.8,3719,0,0,6,3719,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.220.0.4,0,0,0,1,0,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.0.6,1942,0,0,2,1942,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.170.0.3,4171,0,0,6,4171,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.160.0.4,972,0,0,1,972,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.150.1.1,16791,0,0,19,16791,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1297,1210,0,0,4,1210,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1255,739,0,0,2,739,100.0%
Marvell AVASTAR Wireless-AC Network Controller - 15.68.17022.122,2054,0,0,8,2054,100.0%
Intel Corporation Wi-Fi 5(802.11ac) Wireless-AC 9x6x [Thunder Peak] [8086:2526] (rev 29) - iwlwifi,797,0,0,1,797,100.0%
N/A,1451,0,0,2,1451,100.0%
N/A,2071,0,0,3,2071,100.0%
N/A,8242,0,0,12,8242,100.0%
N/A,751,0,0,1,751,100.0%
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,1592,0,0,1,1592,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.20.1.1,0,0,0,1,0,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 22.250.0.4,957,0,0,1,957,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.1,2760,0,10,4,2770,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.90.2.1,5539,0,0,7,5539,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.2.1,452,0,0,3,452,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.0.4,1024,0,0,1,1024,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.70.0.6,9,0,0,1,9,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,959,0,0,1,959,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.110.2.1,58,0,0,1,58,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.80.0.7,2973,0,0,6,2973,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.30.0.6,4876,0,0,10,4876,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.20.1.1,1732,0,0,3,1732,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.70.0.6,3559,0,0,5,3559,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.180.0.4,2847,0,1,4,2848,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,1881,0,4,7,1885,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,960,0,0,1,960,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,26475,0,0,34,26475,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.1.1,3308,0,0,5,3308,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,958,0,0,1,958,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,1920,0,0,2,1920,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,2851,0,0,3,2851,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,1052,0,0,2,1052,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,956,0,0,1,956,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.240.0.6,3491,0,0,3,3491,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.230.0.8,1912,0,0,2,1912,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,965,0,0,2,965,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,10117,0,0,12,10117,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.170.0.3,2533,0,0,3,2533,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,3913,0,0,6,3913,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,2896,0,0,3,2896,100.0%
