Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
N/A,3,0,0,3,3,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,1345,0,0,3,1345,100.0%
Dell Wireless 1820A 802.11ac - 1.566.0.2,32,0,0,1,32,100.0%
"Wi-Fi  (0x14E4, 0x4378) - 16.0 (1657)",13,0,0,1,13,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.144.0,239,0,0,1,239,100.0%
"Wi-Fi  (0x14E4, 0x4388) - 16.0 (1657)",11,0,0,1,11,100.0%
"Wi-Fi  (0x14E4, 0x7BF) - 16.0 (1657)",216,0,0,1,216,100.0%
"Wi-Fi  (0x14E4, 0x870) - 16.0 (1657)",167,0,0,1,167,100.0%
Wi-Fi - 16.0 (1657),1362,0,5,5,1367,100.0%
Realtek 8821CE Wireless LAN 802.11ac PCI-E NIC - 2024.10.139.2,1351,0,3,1,1354,100.0%
Realtek 8811CU Wireless LAN 802.11ac USB NIC - 1030.44.1014.2024,285,0,0,1,285,100.0%
Edimax AC1750 Wi-Fi USB Adapter - 1030.44.1014.2024,840,0,0,1,840,100.0%
N/A,116,0,0,1,116,100.0%
N/A,986,0,0,2,986,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.967,510,0,0,1,510,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.926,3686,0,0,4,3686,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1272,8311,0,1,12,8312,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1016,1844,0,0,2,1844,100.0%
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1694,2146,0,0,3,2146,100.0%
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1633,740,0,1,2,741,100.0%
Killer Wireless-n/a/ac 1535 Wireless Network Adapter - 12.0.0.1118,1352,0,0,2,1352,100.0%
Killer Wi-Fi 6 AX500-DBS Wireless Network Adapter - 1.0.0.1769,742,0,0,2,742,100.0%
N/A,0,0,0,1,0,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 22.110.0.2,866,0,32,2,898,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.31.1,838,0,0,1,838,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.29.1,826,0,0,1,826,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.14.1,1875,0,0,2,1875,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.10.0.9,664,0,0,1,664,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.17.1,6031,0,2,8,6033,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.16.2,1783,0,0,4,1783,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.15.1,921,0,0,1,921,100.0%
