Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
Qualcomm QCA9377 802.11ac Wireless Adapter - 12.0.0.697,719,0,0,1,719,100.0%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.722,575,0,0,2,575,100.0%
Qualcomm Atheros AR9580 Wireless Network Adapter - 3.0.2.201,692,0,0,1,692,100.0%
Qualcomm Atheros AR946x Wireless Network Adapter - 3.0.2.201,720,0,0,1,720,100.0%
Microsoft Wi-Fi Direct Virtual Adapter - 10.0.26100.2454,0,0,0,3,0,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.2.2,582,0,0,3,582,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.0.1.5,4286,0,0,6,4286,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 21.120.0.9,1487,0,0,2,1487,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.7.1,2,0,0,1,2,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.5.2,2376,0,0,3,2376,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.19.1,720,0,0,1,720,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.12.5,1595,0,0,2,1595,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.5,720,0,0,1,720,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.50.0.5,41,0,0,1,41,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,4011,0,0,6,4011,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.8.3,112,0,0,1,112,100.0%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.15.3,11154,0,0,16,11154,100.0%
802.11n Wireless PCI Express Card LAN Adapter - 5.0.57.1,720,0,0,1,720,100.0%
RZ616 Wi-Fi 6E 160MHz - 3.3.0.908,1790,0,0,1,1790,100.0%
RZ616 Wi-Fi 6E 160MHz - 23.32.2.560,11,0,0,1,11,100.0%
NETGEAR A8000 WiFi 6 & 6E Adapter - 1.0.0.108,462,0,0,1,462,100.0%
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.4.0.1088,760,0,0,2,760,100.0%
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.3.0.908,1991,0,0,2,1991,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.110.1.1,729,0,0,2,729,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.10.0.7,545,0,0,1,545,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.0.1.1,0,0,0,1,0,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.2.1,559,0,0,1,559,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.40.2.2,200,0,0,1,200,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.20.1.1,1320,0,0,2,1320,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.120.0.9,2174,0,0,8,2174,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.10.1.2,720,0,0,1,720,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.30.0.11,2236,0,0,4,2236,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 22.100.0.3,140,0,0,1,140,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.60.0.6,738,0,0,2,738,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.40.0.7,6175,0,0,7,6175,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.30.0.11,215,0,0,2,215,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.0.4,4300,0,0,6,4300,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.240.0.6,1004,0,0,1,1004,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.230.0.8,4627,0,0,6,4627,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.220.0.4,92,0,0,2,92,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.2.1,79,0,0,1,79,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.200.0.6,1488,0,0,2,1488,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.190.0.4,3888,0,0,5,3888,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.180.0.4,518,0,0,1,518,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.170.0.3,3201,0,0,8,3201,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.160.0.4,811,0,0,2,811,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.70.0.6,1332,0,0,3,1332,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,720,0,0,1,720,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz #2 - 23.80.0.7,514,0,0,1,514,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.0.10,2028,0,0,11,2028,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.40.1.1,110,0,0,1,110,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.20.1.1,892,0,0,2,892,100.0%
MediaTek Wi-Fi 6E MT7922 (RZ616) 160MHz PCIe Adapter - 3.3.0.800,443,0,0,2,443,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 3.0.1.1314,1597,0,0,4,1597,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 24.40.2.575,5346,0,1,13,5347,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 23.33.2.563,719,0,0,1,719,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 23.32.2.560,500,0,0,1,500,100.0%
MediaTek Wi-Fi 6 MT7921 Wireless LAN Card - 22.30.1.1339,0,0,0,1,0,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1327,330,0,0,4,330,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1317,212,0,0,6,212,100.0%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1216,6,0,0,1,6,100.0%
Marvell AVASTAR Wireless-AC Network Controller - 15.68.17022.122,3228,0,0,7,3228,100.0%
rtw89_8852be,2216,0,0,4,2216,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.160.3.2,1480,0,0,2,1480,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.160.0.4,8805,0,0,13,8805,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.150.1.1,4705,0,0,3,4705,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.150.0.3,8203,0,16,14,8219,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.140.0.3,1440,0,0,3,1440,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.1,4696,0,0,13,4696,100.0%
N/A,31,0,0,1,31,100.0%
N/A,2440,0,0,7,2440,100.0%
N/A,6332,0,0,16,6332,100.0%
N/A,712,0,0,2,712,100.0%
Killer(R) Wi-Fi 6E AX1675x 160MHz Wireless Network Adapter (210NGW) - 22.70.0.6,1117,0,0,1,1117,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.20.1.1,471,0,0,1,471,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 22.250.0.4,657,0,0,1,657,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.90.1.3,587,0,0,2,587,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,884,0,0,2,884,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.0.6,936,0,0,2,936,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,837,0,0,1,837,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.250.0.4,17173,0,10,30,17183,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.220.0.4,6897,0,0,15,6897,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.50.0.6,1269,0,0,1,1269,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,750,0,0,3,750,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.80.1.1,57,0,0,1,57,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.80.0.9,0,0,0,1,0,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,17988,0,1,28,17989,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,933,0,0,3,933,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.230.0.8,1821,0,0,3,1821,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,2804,0,0,6,2804,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,2775,0,0,7,2775,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.3,11,0,0,1,11,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,323,0,0,1,323,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.140.0.3,1502,0,0,2,1502,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,720,0,0,2,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.120.0.3,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.100.0.3,612,0,0,1,612,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,2996,0,0,5,2996,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.1,2649,0,1,7,2650,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.20.0.4,1439,0,0,3,1439,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.80.0.9,482,0,0,1,482,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,2155,0,0,3,2155,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,3374,0,0,5,3374,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,21,0,0,1,21,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,1386,0,1,5,1387,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,716,0,0,1,716,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.2.1,114,0,0,1,114,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,4819,0,0,9,4819,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,1515,0,0,5,1515,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,2834,0,0,5,2834,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.110.0.3,81,0,0,1,81,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,719,0,0,1,719,100.0%
Intel(R) Wireless-AC 9560 - 20.30.4.1,1179,0,0,2,1179,100.0%
Intel(R) Wireless-AC 9462 - 23.60.1.2,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,2277,0,0,6,2277,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.60.1.2,11851,0,6,26,11857,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.30.0.6,4,0,0,1,4,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.1.2,0,0,0,1,0,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.0.4,39,0,0,1,39,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.230.0.8,679,0,41,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.200.2.1,16,0,0,2,16,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.150.0.3,716,0,4,1,720,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.130.0.5,130,0,0,1,130,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.80.1.3,1472,0,4,3,1476,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.200.0.6,710,0,0,1,710,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.160.0.4,183,0,1,1,184,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,211,0,0,1,211,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.0.3,724,0,0,2,724,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.90.1.3,711,0,0,1,711,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.50.0.6,10812,0,4,16,10816,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.40.0.4,708,0,0,1,708,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.10.0.8,753,0,0,1,753,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,1313,0,0,2,1313,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,1440,0,0,2,1440,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,784,0,0,2,784,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.170.2.1,106,0,3,1,109,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,280,0,0,1,280,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,950,0,0,1,950,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.50.1.1,1609,0,0,4,1609,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.20.1.1,16,0,0,1,16,100.0%
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,720,0,0,1,720,100.0%
Intel(R) Wireless-AC 9260 - 20.70.0.100,488,0,0,1,488,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.90.0.2,1396,0,0,2,1396,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.60.1.2,521,0,0,1,521,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,1261,0,0,1,1261,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.80.1.3,1403,0,0,3,1403,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.4.1,1953,0,0,4,1953,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.60.0.10,599,0,0,4,599,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.40.1.1,1262,0,0,3,1262,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.100.0.4,2059,0,0,5,2059,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.1.2,2941,0,0,8,2941,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.0,437,0,0,1,437,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.145.600,102,0,0,1,102,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.144.0,720,0,0,1,720,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,3379,0,1,13,3380,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,224,0,0,1,224,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,55,0,0,2,55,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.123.322,81,0,0,1,81,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.1,1252,0,0,2,1252,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.0,2201,0,0,4,2201,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.229.0,160,0,0,1,160,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.227.0,325,0,0,2,325,100.0%
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,720,0,0,1,720,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.40.1,1440,0,0,2,1440,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.21.1,7908,0,0,11,7908,100.0%
Intel(R) Dual Band Wireless-AC 3165 - 22.130.0.5,1273,0,0,2,1273,100.0%
Intel(R) Dual Band Wireless-AC 3160 - 18.33.17.1,1438,0,0,2,1438,100.0%
Intel(R) Centrino(R) Ultimate-N 6300 AGN - 15.18.0.1,728,0,0,1,728,100.0%
23.80.0.7,2517,0,0,4,2517,100.0%
23.70.0.6,580,0,0,1,580,100.0%
23.40.1.1,629,0,0,1,629,100.0%
22.170.0.3,658,0,0,1,658,100.0%
21.110.1.1,664,0,0,1,664,100.0%
Wi-Fi - 16.0 (1657),525,0,9,7,534,100.0%
"Wi-Fi  (0x14E4, 0x7BF) - 16.0 (1657)",176,0,0,1,176,100.0%
"Wi-Fi  (0x14E4, 0x4388) - 16.0 (1657)",76,0,0,1,76,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,15779,1,9,29,15789,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.230.0.8,15463,1,20,34,15484,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.0.4,10800,1,2,24,10803,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.90.0.2,8652,1,5,15,8658,100.0%
ath10k_pci,24040,3,0,44,24043,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.10.0.8,5923,1,0,9,5924,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.40.0.4,21261,4,4,31,21269,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.32.1,10616,2,7,14,10625,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.0.5,4409,1,190,13,4600,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.110.0.5,4567,1,0,24,4568,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.90.0.5,4222,1,0,6,4223,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.100.1.1,3800,1,8,6,3809,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.40.0.4,7485,2,5,12,7492,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.17.1,5980,2,5,8,5987,100.0%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.30.1,32850,12,133,59,32995,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.30.1,2153,1,0,3,2154,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.180.0.4,4301,2,0,8,4303,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.250.1.2,6330,3,1,10,6334,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.190.0.4,6040,3,13,14,6056,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.12.5,2015,1,1,3,2017,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.10.0.8,5773,3,6,11,5782,99.9%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.90.0.2,3714,2,0,10,3716,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.1.2,43847,24,6,79,43877,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.90.0.5,24057,14,5,33,24076,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.190.0.4,13533,8,3,30,13544,99.9%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.40.1,8309,5,2,10,8316,99.9%
Qualcomm FastConnect 6900 Wi-Fi 6E Dual Band Simultaneous (DBS) WDI Network Adapter - 1.0.0.1694,3285,2,0,6,3287,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.80.0.7,4655,3,0,20,4658,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,40967,27,1,73,40995,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.25.2,16571,11,3,31,16585,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,1426,1,0,2,1427,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.2.1,4272,3,0,16,4275,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.250.10.1,28948,23,32,98,29003,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.40.1.1,1237,1,1,4,1239,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.40.0.4,8458,7,20,22,8485,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.100.0.4,2415,2,0,5,2417,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.0.6,22032,19,4,28,22055,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 22.130.0.5,8040,7,7,14,8054,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.230.0.8,22794,20,157,48,22971,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.60.1.2,139588,129,76,227,139793,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.170.0.3,11800,11,3,18,11814,99.9%
Intel(R) Dual Band Wireless-AC 7260 - 17.15.0.5,5158,5,0,8,5163,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,975,1,2,3,978,99.9%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.80.0.7,5735,6,6,13,5747,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.240.0.6,4412,5,1,11,4418,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.90.1.3,2618,3,2,7,2623,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.10.0.7,28705,33,70,69,28808,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.50.0.6,13582,16,15,33,13613,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.20.1.1,102469,129,204,175,102802,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.2.3,3939,5,13,12,3957,99.9%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.100,12871,17,0,23,12888,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.170.0.3,12729,17,7,24,12753,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.110.1.1,43041,58,56,118,43155,99.9%
Intel(R) Wireless-AC 9462 - 22.70.0.6,719,1,0,1,720,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.90.0.2,59214,85,30,86,59329,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.30.0.11,4156,6,0,7,4162,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.20.0.6,6915,10,5,10,6930,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,6150,9,0,17,6159,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.20.1.1,2585,4,1,8,2590,99.8%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.40.0.7,70045,110,471,166,70626,99.8%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.135.0,1255,2,5,5,1262,99.8%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.90.1.3,25991,42,87,53,26120,99.8%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.1.2,9636,16,19,34,9671,99.8%
