Adapter-Driver,Good Sum,Critical Sum,Warning Sum,Client Count,Total Sum,Good Roaming Calculation (%)
Intel(R) Wireless-AC 9560 160MHz - 23.70.4.1,840,0,0,2,840,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.70.2.3,6,0,0,1,6,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.50.0.6,107,0,0,1,107,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.40.1.1,7800,0,0,19,7800,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.20.0.4,845,0,0,2,845,100.0%
Intel(R) Wireless-AC 9560 160MHz - 23.10.0.8,2584,0,0,5,2584,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.70.0.6,2520,0,0,3,2520,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.90.2.1,4664,0,5,7,4669,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.70.0.6,1290,0,0,3,1290,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.60.2.1,834,0,0,1,834,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.110.2.1,601,0,1,2,602,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.250.10.1,1707,0,0,4,1707,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.240.0.6,5470,0,0,12,5470,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.230.0.8,67,0,0,3,67,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.220.0.4,4252,0,0,7,4252,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.190.0.4,516,0,0,1,516,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.1.1,4584,0,0,6,4584,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.150.0.3,102,0,0,1,102,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.130.0.5,1813,0,0,4,1813,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.110.1.1,399,0,0,8,399,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.0.0.6,174,0,0,1,174,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.90.3.2,739,0,30,1,769,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.80.2.1,3807,0,0,6,3807,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.70.0.6,1705,0,1,3,1706,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.50.1.1,2821,0,0,7,2821,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.2.2,1165,0,0,15,1165,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.40.1.4,835,0,0,1,835,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.30.3.2,531,0,0,3,531,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.120.0.9,2667,0,0,5,2667,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.3.2,840,0,0,1,840,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.2.1,832,0,0,1,832,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.110.1.1,7155,0,1,17,7156,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.1.2,29,0,0,1,29,100.0%
Intel(R) Wireless-AC 9560 160MHz - 21.10.0.5,1896,0,0,5,1896,100.0%
Intel(R) Wireless-AC 9560 160MHz - 20.100.0.4,834,0,0,1,834,100.0%
Intel(R) Wireless-AC 9560 - 20.30.4.1,1288,0,0,2,1288,100.0%
Intel(R) Wireless-AC 9462 - 23.60.1.2,2853,0,0,1,2853,100.0%
Intel(R) Wireless-AC 9462 - 22.250.1.2,835,0,1,1,836,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.80.0.7,1202,0,0,2,1202,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.60.1.2,1018,0,0,4,1018,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.20.1.1,840,0,0,1,840,100.0%
Intel(R) Wireless-AC 9260 160MHz - 23.10.0.8,512,0,4,1,516,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.40.0.7,1713,0,0,4,1713,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.30.0.11,3788,0,6,6,3794,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.100.0.4,3427,0,0,5,3427,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.50.1.1,10,0,0,1,10,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.45.1.1,9,0,0,1,9,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.240.0.6,1674,0,0,2,1674,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.180.0.4,1284,0,0,5,1284,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.160.0.4,840,0,0,1,840,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.130.0.5,1195,0,0,1,1195,100.0%
Intel(R) Wireless-AC 9260 160MHz - 22.120.0.3,1118,0,0,2,1118,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.60.0.5,837,0,0,1,837,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.50.1.1,2399,0,0,4,2399,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.20.1.1,3,0,0,1,3,100.0%
Intel(R) Wireless-AC 9260 160MHz - 20.120.0.100,838,0,0,1,838,100.0%
Intel(R) Wireless-AC 9260 - 20.70.0.100,617,0,0,2,617,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.70.3.1,40,0,0,1,40,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.130.0.5,1,0,0,1,1,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.110.1.1,838,0,0,1,838,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.100.0.3,111,0,0,1,111,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.70.2.3,2718,0,2,7,2720,100.0%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.40.2.1,840,0,0,1,840,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.100.0.4,1202,0,0,2,1202,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.10.0.8,7519,0,492,15,8011,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.250.1.2,6807,0,1,19,6808,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.220.0.4,0,0,0,1,0,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.180.0.4,113,0,0,2,113,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.160.0.4,392,0,2,1,394,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.150.3.1,40,0,0,1,40,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.110.1.1,3049,0,0,6,3049,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.20.1.1,8,0,0,1,8,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.10.1,840,0,0,1,840,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.1.2,2,0,0,1,2,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.250.0.4,4,0,0,1,4,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.230.0.8,837,0,0,1,837,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.2.1,837,0,0,1,837,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.170.0.3,8,0,0,1,8,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 22.150.0.3,809,0,31,1,840,100.0%
19.51.24.3,718,0,0,1,718,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.145.600,322,0,0,2,322,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.141.0,692,0,0,2,692,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.128.0,191,0,0,3,191,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.1,2494,0,0,3,2494,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.356.0,2206,0,0,4,2206,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.355.0,0,0,0,1,0,100.0%
Realtek RTL8852AE WiFi 6 802.11ax PCIe Adapter - 6001.10.353.0,2592,0,0,6,2592,100.0%
Realtek RTL8822CE 802.11ac PCIe Adapter - 2024.10.227.0,126,0,0,1,126,100.0%
Realtek RTL8822BE 802.11ac PCIe Adapter - 2024.0.10.209,839,0,1,1,840,100.0%
Realtek 8822CE Wireless LAN 802.11ac PCI-E NIC - 2024.10.139.1,231,0,0,1,231,100.0%
Realtek 8822CE Wireless LAN 802.11ac PCI-E NIC - 2024.0.8.140,114,0,0,1,114,100.0%
Realtek 8822CE Wireless LAN 802.11ac PCI-E NIC - 2024.0.8.135,8,0,0,1,8,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.45.1,840,0,0,1,840,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.40.1,1734,0,0,2,1734,100.0%
Intel(R) Dual Band Wireless-AC 3165 - 22.130.0.5,1199,0,0,2,1199,100.0%
Intel(R) Dual Band Wireless-AC 3160 - 18.33.17.1,1636,0,1,2,1637,100.0%
Intel(R) Centrino(R) Ultimate-N 6300 AGN - 15.18.0.1,840,0,0,1,840,100.0%
23.80.0.7,2927,0,2,4,2929,100.0%
23.40.1.1,836,0,0,2,836,100.0%
22.250.1.2,63,0,0,1,63,100.0%
22.170.0.3,804,0,0,1,804,100.0%
21.40.2.2,114,0,0,1,114,100.0%
21.110.1.1,743,0,0,1,743,100.0%
20.70.30.1,553,0,0,1,553,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.50.0.7,22435,1,0,30,22436,100.0%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.30.1,20577,1,0,30,20578,100.0%
Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) - 23.60.1.2,12696,1,1,20,12698,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.200.2.1,10059,1,0,17,10060,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.150.1.1,14857,2,117,23,14976,100.0%
ath10k_pci,26503,4,1,46,26508,100.0%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.60.1.2,15089,3,27,36,15119,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.220.0.4,9919,2,1,22,9922,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.240.0.6,14490,3,0,27,14493,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.40.0.7,14410,3,1,26,14414,100.0%
Intel(R) Dual Band Wireless-AC 3165 - 19.51.40.1,4464,1,4,5,4469,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.190.0.4,4236,1,0,5,4237,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.20.0.4,3924,1,7,9,3932,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 22.250.0.4,7227,2,0,12,7229,100.0%
Intel(R) Wireless-AC 9560 160MHz - 22.10.0.7,3294,1,0,9,3295,100.0%
Intel(R) Wireless-AC 9260 160MHz - 21.110.1.1,6427,2,1,19,6430,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.160.0.4,9374,3,0,12,9377,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.143.0,8468,3,1,26,8472,100.0%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.80.0.7,5500,2,0,16,5502,100.0%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.21.1,15703,6,2,20,15711,100.0%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.135.0,2334,1,1,8,2336,100.0%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.170.0.3,4571,2,2,9,4575,100.0%
Intel(R) Dual Band Wireless-AC 7260 - 18.33.17.1,6729,3,5,8,6737,100.0%
23.70.0.6,2129,1,0,9,2130,100.0%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.60.0.6,1910,1,0,4,1911,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.12.5,1895,1,2,3,1898,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.0.0.5,3786,2,3,6,3791,99.9%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.40.0.4,1809,1,0,3,1810,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.100.1.1,1706,1,0,3,1707,99.9%
Qualcomm QCA61x4A 802.11ac Wireless Adapter - 12.0.0.1118,21877,13,1,36,21891,99.9%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.15.3,8350,5,2,12,8357,99.9%
Intel(R) Wireless-AC 9560 160MHz - 21.20.1.1,113170,71,79,179,113320,99.9%
Intel(R) Wi-Fi 7 BE200 320MHz - 23.60.1.2,1579,1,0,3,1580,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.230.0.8,32623,21,58,61,32702,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 22.160.0.3,17556,12,78,38,17646,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.220.0.4,4190,3,4,5,4197,99.9%
rtw89_8852be,5278,4,0,11,5282,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 21.60.0.5,6535,5,32,40,6572,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.20.1.1,5060,4,57,10,5121,99.9%
N/A,2514,2,14,7,2530,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.70.4.1,2524,2,3,4,2529,99.9%
MediaTek MT7921 Wi-Fi 6 802.11ax PCIe Adapter - 3.0.1.1327,1259,1,1,8,1261,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.200.0.6,2518,2,1,9,2521,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.80.0.7,27681,22,8,74,27711,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.60.0.10,3725,3,0,16,3728,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.90.0.5,32099,26,44,37,32169,99.9%
Intel(R) Wireless-AC 9560 160MHz - 23.30.0.6,12298,10,1,30,12309,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.2.1,7222,6,2,19,7230,99.9%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.25.2,15093,13,2,29,15108,99.9%
"Wi-Fi  (0x14E4, 0x4387) - 16.0 (1657)",1128,1,6,7,1135,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.1.1,10200,9,2,53,10211,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.50.0.5,4521,4,3,6,4528,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.50.0.6,11100,10,13,23,11123,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.40.0.7,3308,3,0,6,3311,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.90.0.2,1089,1,0,4,1090,99.9%
Intel(R) Wi-Fi 6E AX210 160MHz - 23.70.4.1,1477,2,640,2,2119,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.190.0.4,17380,17,42,49,17439,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.40.0.7,117550,118,363,348,118031,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.110.1.1,49801,50,60,108,49911,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.170.0.3,4907,5,19,9,4931,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.160.0.4,47335,51,6,69,47392,99.9%
Intel(R) Wi-Fi 6 AX200 160MHz - 23.20.1.1,1840,2,0,3,1842,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 21.80.0.4,895,1,0,1,896,99.9%
Intel(R) Dual Band Wireless-AC 7265 - 19.51.40.1,7754,9,52,9,7815,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.0.0.6,7649,9,0,10,7658,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.3.3,22761,27,103,34,22891,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.10.0.6,838,1,1,1,840,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 23.20.0.4,4108,5,0,8,4113,99.9%
Intel(R) Wi-Fi 6E AX211 160MHz - 23.70.2.3,4767,6,8,16,4781,99.9%
Intel(R) Wireless-AC 9560 160MHz - 22.120.0.3,5442,7,8,6,5457,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.70.0.6,7653,10,23,17,7686,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.80.0.9,739,1,0,2,740,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.250.0.4,21751,30,11,49,21792,99.9%
Realtek RTL8852BE WiFi 6 802.11ax PCIe Adapter - 6001.15.149.100,14978,21,5,25,15004,99.9%
Intel(R) Dual Band Wireless-AC 8260 - 20.70.25.2,6176,9,19,11,6204,99.9%
Intel(R) Wi-Fi 6 AX201 160MHz - 22.90.0.5,4737,7,3,7,4747,99.9%
Intel(R) Dual Band Wireless-AC 3168 - 19.51.30.1,9367,14,3,12,9384,99.9%
Intel(R) Wireless-AC 9260 160MHz - 22.250.1.2,7270,11,1,10,7282,99.8%
Intel(R) Dual Band Wireless-AC 8265 - 20.70.4.2,60176,94,40,75,60310,99.8%
Intel(R) Dual Band Wireless-AC 8265 - 22.130.0.5,8948,14,1,15,8963,99.8%
